Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
TRIEL SUR SEINE;87381806;DIM;2021;2021-10-10;J;J6;De 16h à 20h;161;Après COVID
TRAPPES;87393835;DIM;2018;2018-10-14;N;N;Après 20h;123;Avant COVID
SAINT-OUEN L'AUMONE;87276105;DIM;2021;2021-10-10;H;H;De 6h à 10h;156;Après COVID
SAINT-CLOUD;87382358;JOB;2016;2016-03-17;U;U;De 10h à 16h;192;Avant COVID
TRILPORT;87116491;SAM;2019;2019-05-11;P;P;Après 20h;82;Avant COVID
TRIEL SUR SEINE;87381806;JOB;2021;2021-10-06;J;J6;De 16h à 20h;196;Après COVID
TRAPPES;87393835;JOB;2016;2016-03-15;U;U;De 10h à 16h;138;Avant COVID
SAINT-OUEN L'AUMONE;87276105;JOB;2017;2017-04-25;C;C;Avant 6h;24;Avant COVID
SAINT-CLOUD;87382358;JOB;2016;2016-03-22;U;U;Après 20h;83;Avant COVID
US;87381178;JOB;2021;2021-10-06;J;J6;De 6h à 10h;118;Après COVID
TRIEL SUR SEINE;87381806;JOB;2021;2021-10-06;J;J6;De 6h à 10h;659;Après COVID
TRAPPES;87393835;JOB;2016;2016-03-17;U;U;De 10h à 16h;489;Avant COVID
SAINT-OUEN L'AUMONE;87276105;JOB;2021;2021-10-06;H;H;De 6h à 10h;723;Après COVID
SAINT-CLOUD;87382358;JOB;2021;2021-10-06;L;L2;De 16h à 20h;3956;Après COVID
VAIRES TORCY;87116293;DIM;2019;2019-03-16;P;P;De 6h à 10h;231;Avant COVID
TRIEL SUR SEINE;87381806;SAM;2021;2021-10-09;J;J6;De 6h à 10h;143;Après COVID
TRAPPES;87393835;SAM;2016;2016-03-12;U;U;Avant 6h;50;Avant COVID
SAINT-OUEN L'AUMONE;87276105;SAM;2017;2017-04-22;C;C;De 10h à 16h;267;Avant COVID
SAINT-CLOUD;87382358;SAM;2016;2016-03-12;U;U;De 10h à 16h;408;Avant COVID
VAIRES TORCY;87116293;JOB;2019;2019-03-13;P;P;De 10h à 16h;856;Avant COVID
TRILPORT;87116491;DIM;2019;2019-05-12;P;P;De 10h à 16h;332;Avant COVID
TRAPPES;87393835;SAM;2018;2018-10-20;N;N;Après 20h;185;Avant COVID
SAINT-OUEN L'AUMONE LIESSE;87337980;DIM;2021;2021-10-10;H;H;De 16h à 20h;130;Après COVID
SAINT-CLOUD;87382358;SAM;2016;2016-03-12;U;U;De 6h à 10h;186;Avant COVID
VAIRES TORCY;87116293;JOB;2019;2019-03-13;P;P;De 6h à 10h;2375;Avant COVID
TRILPORT;87116491;DIM;2019;2019-05-12;P;P;De 6h à 10h;107;Avant COVID
TRIE CHATEAU;87381236;DIM;2021;2021-10-10;J;J6;De 6h à 10h;2;Après COVID
SAINT-OUEN L'AUMONE LIESSE;87337980;JOB;2021;2021-10-06;H;H;De 16h à 20h;824;Après COVID
SAINT-CLOUD;87382358;SAM;2021;2021-10-09;L;L2;Avant 6h;30;Après COVID
VAL D'ARGENTEUIL;87381798;DIM;2021;2021-10-10;J;J6;De 16h à 20h;1002;Après COVID
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;Avant 6h;68;Avant COVID
TRIE CHATEAU;87381236;JOB;2021;2021-10-06;J;J6;Après 20h;0;Après COVID
SAINT-OUEN L'AUMONE LIESSE;87337980;SAM;2021;2021-10-09;H;H;Après 20h;60;Après COVID
SAINT-CYR;87393223;DIM;2017;2017-04-23;C;C;Après 20h;28;Avant COVID
VAL DE FONTENAY;87113712;DIM;2016;2016-10-02;E;E;Après 20h;1634;Avant COVID
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;De 6h à 10h;1420;Avant COVID
TRIE CHATEAU;87381236;SAM;2021;2021-10-09;J;J6;Après 20h;0;Après COVID
SAINT-OUEN L'AUMONE LIESSE;87337980;SAM;2021;2021-10-09;H;H;Avant 6h;18;Après COVID
SAINT-CYR;87393223;DIM;2017;2017-04-23;C;C;Avant 6h;12;Avant COVID
VAL DE FONTENAY;87113712;DIM;2016;2016-10-02;E;E;Avant 6h;53;Avant COVID
TRILPORT;87116491;SAM;2019;2019-05-11;P;P;De 16h à 20h;152;Avant COVID
TRIE CHATEAU;87381236;SAM;2021;2021-10-09;J;J6;De 16h à 20h;8;Après COVID
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;JOB;2021;2021-10-06;J;J6;Après 20h;75;Après COVID
SAINT-CYR;87393223;DIM;2018;2018-10-14;N;N;De 16h à 20h;468;Avant COVID
VAL DE FONTENAY;87113712;DIM;2016;2016-10-02;E;E;De 10h à 16h;4026;Avant COVID
US;87381178;DIM;2021;2021-10-10;J;J6;De 10h à 16h;6;Après COVID
TRILPORT;87116491;DIM;2019;2019-05-12;P;P;De 16h à 20h;276;Avant COVID
SAINT-OUEN L'AUMONE QUARTIER DE L'EGLISE;87381426;SAM;2021;2021-10-09;J;J6;De 6h à 10h;158;Après COVID
SAINT-CYR;87393223;JOB;2016;2016-03-17;U;U;De 10h à 16h;406;Avant COVID
VAL DE FONTENAY;87113712;DIM;2016;2016-10-02;E;E;De 16h à 20h;3563;Avant COVID
US;87381178;SAM;2021;2021-10-09;J;J6;De 16h à 20h;17;Après COVID
TRILPORT;87116491;DIM;2019;2019-05-19;P;P;De 6h à 10h;10;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;DIM;2017;2017-04-23;C;C;Après 20h;79;Avant COVID
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;De 16h à 20h;293;Avant COVID
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;Après 20h;2805;Avant COVID
US;87381178;SAM;2021;2021-10-09;J;J6;De 6h à 10h;13;Après COVID
TRILPORT;87116491;JOB;2019;2019-05-14;P;P;De 10h à 16h;391;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;DIM;2017;2017-04-23;C;C;De 16h à 20h;462;Avant COVID
SAINT-CYR;87393223;JOB;2017;2017-04-25;C;C;De 6h à 10h;1212;Avant COVID
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;De 10h à 16h;5123;Avant COVID
VAIRES TORCY;87116293;DIM;2019;2019-03-16;P;P;De 10h à 16h;675;Avant COVID
TRILPORT;87116491;SAM;2019;2019-05-11;P;P;De 10h à 16h;348;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2016;2016-03-15;U;U;Avant 6h;94;Avant COVID
SAINT-CYR;87393223;JOB;2018;2018-10-16;N;N;De 6h à 10h;1544;Avant COVID
VAL DE FONTENAY;87113712;SAM;2016;2016-10-01;E;E;Après 20h;2384;Avant COVID
VAIRES TORCY;87116293;JOB;2019;2019-03-13;P;P;Après 20h;154;Avant COVID
US;87381178;JOB;2021;2021-10-06;J;J6;Avant 6h;4;Après COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2016;2016-03-15;U;U;De 6h à 10h;2493;Avant COVID
SAINT-CYR;87393223;SAM;2016;2016-03-12;U;U;De 10h à 16h;506;Avant COVID
VAL DE FONTENAY;87113712;SAM;2016;2016-10-01;E;E;Avant 6h;85;Avant COVID
VAIRES TORCY;87116293;JOB;2019;2019-03-13;P;P;De 16h à 20h;657;Avant COVID
US;87381178;SAM;2021;2021-10-09;J;J6;De 10h à 16h;22;Après COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2016;2016-03-17;U;U;Après 20h;535;Avant COVID
SAINT-CYR;87393223;SAM;2017;2017-04-22;C;C;De 6h à 10h;133;Avant COVID
VAL DE FONTENAY;87113712;SAM;2016;2016-10-01;E;E;De 10h à 16h;5114;Avant COVID
VAIRES TORCY;87116293;SAM;2019;2019-03-15;P;P;Après 20h;208;Avant COVID
VAIRES TORCY;87116293;DIM;2019;2019-03-16;P;P;Après 20h;143;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;Après 20h;392;Avant COVID
SAINT-CYR;87393223;SAM;2018;2018-10-20;N;N;De 10h à 16h;1088;Avant COVID
VANVES MALAKOFF;87391532;DIM;2018;2018-10-14;N;N;Avant 6h;2;Avant COVID
VAL D'ARGENTEUIL;87381798;DIM;2021;2021-10-10;J;J6;Après 20h;287;Après COVID
VAIRES TORCY;87116293;DIM;2019;2019-03-16;P;P;De 16h à 20h;457;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2017;2017-04-25;C;C;De 16h à 20h;3447;Avant COVID
SAINT-DENIS;87271015;DIM;2019;2019-03-24;D;D;De 6h à 10h;1692;Avant COVID
VANVES MALAKOFF;87391532;DIM;2018;2018-10-14;N;N;De 10h à 16h;357;Avant COVID
VAL D'ARGENTEUIL;87381798;SAM;2021;2021-10-09;J;J6;Après 20h;422;Après COVID
VAIRES TORCY;87116293;SAM;2019;2019-03-15;P;P;Avant 6h;58;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2018;2018-10-16;N;N;Après 20h;360;Avant COVID
SAINT-DENIS;87271015;DIM;2021;2021-10-10;H;H;Après 20h;1316;Après COVID
VAUBOYEN;87393538;JOB;2017;2017-04-25;C;C;Avant 6h;0;Avant COVID
VAL D'ARGENTEUIL;87381798;SAM;2021;2021-10-09;J;J6;De 10h à 16h;2476;Après COVID
VAIRES TORCY;87116293;SAM;2019;2019-03-15;P;P;De 6h à 10h;475;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;JOB;2018;2018-10-18;N;N;Après 20h;52;Avant COVID
SAINT-DENIS;87271015;DIM;2021;2021-10-10;H;H;Avant 6h;167;Après COVID
VAUBOYEN;87393538;JOB;2017;2017-04-25;C;C;De 10h à 16h;61;Avant COVID
VAL D'ARGENTEUIL;87381798;SAM;2021;2021-10-09;J;J6;De 16h à 20h;1248;Après COVID
VAL D'ARGENTEUIL;87381798;JOB;2021;2021-10-06;J;J6;Avant 6h;339;Après COVID
SAINT-QUENTIN EN YVELINES;87393843;SAM;2016;2016-03-12;U;U;Avant 6h;21;Avant COVID
SAINT-DENIS;87271015;DIM;2021;2021-10-10;H;H;De 10h à 16h;5070;Après COVID
VAUBOYEN;87393538;SAM;2017;2017-04-22;C;C;Après 20h;7;Avant COVID
VAL DE FONTENAY;87113712;DIM;2016;2016-10-02;E;E;De 6h à 10h;915;Avant COVID
VAL D'ARGENTEUIL;87381798;JOB;2021;2021-10-06;J;J6;De 16h à 20h;2276;Après COVID
SAINT-QUENTIN EN YVELINES;87393843;SAM;2017;2017-04-22;C;C;Après 20h;297;Avant COVID
SAINT-DENIS;87271015;DIM;2021;2021-10-10;H;H;De 16h à 20h;3900;Après COVID
VAUBOYEN;87393538;SAM;2017;2017-04-22;C;C;De 10h à 16h;56;Avant COVID
VALMONDOIS;87276535;DIM;2021;2021-10-10;H;H;De 10h à 16h;301;Après COVID
VAL D'ARGENTEUIL;87381798;JOB;2021;2021-10-06;J;J6;De 6h à 10h;3990;Après COVID
SAINT-QUENTIN EN YVELINES;87393843;SAM;2018;2018-10-20;N;N;Après 20h;550;Avant COVID
SAINT-DENIS;87271015;JOB;2019;2019-03-26;D;D;De 16h à 20h;10160;Avant COVID
VAUCELLES;87276626;JOB;2021;2021-10-06;H;H;De 10h à 16h;174;Après COVID
VALMONDOIS;87276535;DIM;2021;2021-10-10;H;H;De 16h à 20h;292;Après COVID
VAL DE FONTENAY;87113712;JOB;2016;2016-10-04;E;E;Avant 6h;155;Avant COVID
SAINT-QUENTIN EN YVELINES;87393843;SAM;2018;2018-10-20;N;N;Avant 6h;9;Avant COVID
SAINT-DENIS;87271015;JOB;2019;2019-03-26;D;D;De 6h à 10h;9590;Avant COVID
VAUCRESSON;87382267;DIM;2021;2021-10-10;L;L2;De 16h à 20h;329;Après COVID
VALMONDOIS;87276535;JOB;2021;2021-10-06;H;H;De 10h à 16h;350;Après COVID
VAL DE FONTENAY;87113712;SAM;2016;2016-10-01;E;E;De 16h à 20h;4615;Avant COVID
SAINT-REMY LA VANNE;87116376;SAM;2019;2019-05-11;P;P;De 10h à 16h;6;Avant COVID
SAINT-DENIS;87271015;JOB;2021;2021-10-06;H;H;Avant 6h;596;Après COVID
VAUCRESSON;87382267;DIM;2021;2021-10-10;L;L2;De 6h à 10h;97;Après COVID
VALMONDOIS;87276535;SAM;2021;2021-10-09;H;H;Après 20h;32;Après COVID
VALMONDOIS;87276535;DIM;2021;2021-10-10;H;H;Après 20h;24;Après COVID
SAINT-REMY LES CHEVREUSE;87758896;JOB;2019;2019-03-21;B;B;De 10h à 16h;662;Avant COVID
SAINT-DENIS;87271015;JOB;2021;2021-10-06;H;H;De 16h à 20h;5580;Après COVID
VAUCRESSON;87382267;JOB;2021;2021-10-06;L;L2;Après 20h;130;Après COVID
VANVES MALAKOFF;87391532;DIM;2018;2018-10-14;N;N;Après 20h;82;Avant COVID
VALMONDOIS;87276535;JOB;2021;2021-10-06;H;H;Après 20h;52;Après COVID
SAINT-REMY LES CHEVREUSE;87758896;JOB;2019;2019-03-21;B;B;De 16h à 20h;820;Avant COVID
SAINT-DENIS;87271015;JOB;2021;2021-10-06;H;H;De 6h à 10h;4714;Après COVID
VAUCRESSON;87382267;JOB;2021;2021-10-06;L;L2;Avant 6h;16;Après COVID
VANVES MALAKOFF;87391532;DIM;2018;2018-10-14;N;N;De 16h à 20h;249;Avant COVID
VALMONDOIS;87276535;JOB;2021;2021-10-06;H;H;Avant 6h;18;Après COVID
SAINT-SIMEON;87116368;DIM;2019;2019-05-12;P;P;De 10h à 16h;0;Avant COVID
SAINT-DENIS;87271015;SAM;2019;2019-03-23;D;D;Avant 6h;256;Avant COVID
VAUCRESSON;87382267;JOB;2021;2021-10-06;L;L2;De 10h à 16h;649;Après COVID
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;De 6h à 10h;826;Avant COVID
VALMONDOIS;87276535;JOB;2021;2021-10-06;H;H;De 16h à 20h;375;Après COVID
SAINT-SIMEON;87116368;JOB;2019;2019-05-14;P;P;Après 20h;1;Avant COVID
SAINT-DENIS;87271015;SAM;2019;2019-03-23;D;D;De 16h à 20h;7056;Avant COVID
VAUCRESSON;87382267;SAM;2021;2021-10-09;L;L2;Avant 6h;6;Après COVID
VAUBOYEN;87393538;DIM;2017;2017-04-23;C;C;De 16h à 20h;21;Avant COVID
VALMONDOIS;87276535;JOB;2021;2021-10-06;H;H;De 6h à 10h;695;Après COVID
SAINTE-COLOMBE SEPTVEILLES;87116178;DIM;2019;2019-05-12;P;P;De 10h à 16h;50;Avant COVID
SAINT-DENIS;87271015;SAM;2021;2021-10-09;H;H;Après 20h;2082;Après COVID
VAUX SUR SEINE;87381814;DIM;2021;2021-10-10;J;J6;De 16h à 20h;78;Après COVID
VAUBOYEN;87393538;SAM;2017;2017-04-22;C;C;De 16h à 20h;42;Avant COVID
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;Après 20h;155;Avant COVID
SAINTE-COLOMBE SEPTVEILLES;87116178;JOB;2019;2019-05-14;P;P;Avant 6h;41;Avant COVID
SAINT-DENIS;87271015;SAM;2021;2021-10-09;H;H;De 10h à 16h;5621;Après COVID
VERNEUIL L'ETANG;87116079;DIM;2019;2019-05-12;P;P;Après 20h;20;Avant COVID
VAUCELLES;87276626;DIM;2021;2021-10-10;H;H;Après 20h;28;Après COVID
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;Avant 6h;19;Avant COVID
SAINTE-COLOMBE SEPTVEILLES;87116178;JOB;2019;2019-05-16;P;P;Après 20h;0;Avant COVID
SAINT-FARGEAU;87682542;DIM;2019;2019-03-24;D;D;Après 20h;2;Avant COVID
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-14;P;P;De 6h à 10h;860;Avant COVID
VAUCELLES;87276626;DIM;2021;2021-10-10;H;H;Avant 6h;3;Après COVID
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;De 10h à 16h;438;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;DIM;2017;2017-04-23;C;C;Avant 6h;27;Avant COVID
SAINT-FARGEAU;87682542;DIM;2019;2019-03-24;D;D;De 10h à 16h;37;Avant COVID
VERNEUIL L'ETANG;87116079;SAM;2019;2019-05-11;P;P;De 6h à 10h;123;Avant COVID
VAUCELLES;87276626;JOB;2021;2021-10-06;H;H;De 16h à 20h;162;Après COVID
VANVES MALAKOFF;87391532;JOB;2018;2018-10-16;N;N;De 16h à 20h;993;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;DIM;2017;2017-04-23;C;C;De 10h à 16h;1440;Avant COVID
SAINT-FARGEAU;87682542;JOB;2019;2019-03-26;D;D;Avant 6h;1;Avant COVID
VERNON;87415604;SAM;2021;2021-12-04;J;J5;De 6h à 10h;304;Après COVID
VAUCELLES;87276626;SAM;2021;2021-10-09;H;H;De 16h à 20h;145;Après COVID
VANVES MALAKOFF;87391532;SAM;2018;2018-10-20;N;N;De 16h à 20h;440;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;Après 20h;222;Avant COVID
SAINT-FARGEAU;87682542;JOB;2019;2019-03-26;D;D;De 16h à 20h;77;Avant COVID
VERNOU SUR SEINE;87682468;DIM;2017;2017-03-12;R;R;De 10h à 16h;17;Avant COVID
VAUCRESSON;87382267;JOB;2021;2021-10-06;L;L2;De 6h à 10h;1148;Après COVID
VAUBOYEN;87393538;DIM;2017;2017-04-23;C;C;Après 20h;3;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;JOB;2017;2017-04-25;C;C;De 16h à 20h;980;Avant COVID
SAINT-FARGEAU;87682542;SAM;2019;2019-03-23;D;D;De 10h à 16h;47;Avant COVID
VERNOU SUR SEINE;87682468;SAM;2017;2017-03-11;R;R;De 16h à 20h;13;Avant COVID
VAUX SUR SEINE;87381814;DIM;2021;2021-10-10;J;J6;Après 20h;15;Après COVID
VAUBOYEN;87393538;DIM;2017;2017-04-23;C;C;Avant 6h;0;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;SAM;2017;2017-04-22;C;C;Avant 6h;53;Avant COVID
SAINT-GRATIEN;87276170;DIM;2017;2017-04-23;C;C;De 16h à 20h;499;Avant COVID
VERNOUILLET VERNEUIL;87386656;DIM;2021;2021-12-05;J;J5;De 16h à 20h;233;Après COVID
VAUX SUR SEINE;87381814;JOB;2021;2021-10-06;J;J6;Après 20h;18;Après COVID
VAUBOYEN;87393538;JOB;2017;2017-04-25;C;C;Après 20h;8;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;SAM;2017;2017-04-22;C;C;De 10h à 16h;1436;Avant COVID
SAINT-GRATIEN;87276170;DIM;2017;2017-04-23;C;C;De 6h à 10h;311;Avant COVID
VERNOUILLET VERNEUIL;87386656;JOB;2021;2021-12-07;J;J5;Avant 6h;119;Après COVID
VAUX SUR SEINE;87381814;SAM;2021;2021-10-09;J;J6;Après 20h;13;Après COVID
VAUBOYEN;87393538;SAM;2017;2017-04-22;C;C;De 6h à 10h;39;Avant COVID
SAINTE-GENEVIEVE DES BOIS;87545210;SAM;2017;2017-04-22;C;C;De 16h à 20h;842;Avant COVID
SAINT-GRATIEN;87276170;JOB;2017;2017-04-25;C;C;De 6h à 10h;2681;Avant COVID
VERNOUILLET VERNEUIL;87386656;SAM;2021;2021-12-04;J;J5;Après 20h;77;Après COVID
VAUX SUR SEINE;87381814;SAM;2021;2021-10-09;J;J6;De 10h à 16h;150;Après COVID
VAUCELLES;87276626;DIM;2021;2021-10-10;H;H;De 6h à 10h;54;Après COVID
SANNOIS;87276188;JOB;2021;2021-10-06;J;J4;Avant 6h;132;Après COVID
SAINT-GRATIEN;87276170;SAM;2017;2017-04-22;C;C;De 10h à 16h;1147;Avant COVID
VERSAILLES CHANTIERS;87393009;DIM;2016;2016-03-13;U;U;De 10h à 16h;455;Avant COVID
VERNEUIL L'ETANG;87116079;DIM;2019;2019-05-12;P;P;De 10h à 16h;151;Avant COVID
VAUCELLES;87276626;JOB;2021;2021-10-06;H;H;De 6h à 10h;506;Après COVID
SANNOIS;87276188;SAM;2021;2021-10-09;J;J4;Après 20h;339;Après COVID
SAINT-GRATIEN;87276170;SAM;2017;2017-04-22;C;C;De 6h à 10h;586;Avant COVID
VERSAILLES CHANTIERS;87393009;DIM;2018;2018-10-14;N;N;Après 20h;1489;Avant COVID
VERNEUIL L'ETANG;87116079;DIM;2019;2019-05-12;P;P;De 6h à 10h;71;Avant COVID
VAUCELLES;87276626;SAM;2021;2021-10-09;H;H;Après 20h;56;Après COVID
SANNOIS;87276188;SAM;2021;2021-10-09;J;J4;Avant 6h;68;Après COVID
SAINT-LEU D'ESSERENT;87276402;DIM;2021;2021-10-10;H;H;De 16h à 20h;16;Après COVID
VERSAILLES CHANTIERS;87393009;DIM;2018;2018-10-14;N;N;De 6h à 10h;828;Avant COVID
VERNEUIL L'ETANG;87116079;SAM;2019;2019-05-11;P;P;De 10h à 16h;166;Avant COVID
VAUCELLES;87276626;SAM;2021;2021-10-09;H;H;Avant 6h;5;Après COVID
SANNOIS;87276188;SAM;2021;2021-10-09;J;J4;De 16h à 20h;920;Après COVID
SAINT-LEU D'ESSERENT;87276402;JOB;2021;2021-10-06;H;H;De 10h à 16h;25;Après COVID
VERSAILLES CHANTIERS;87393009;JOB;2016;2016-03-15;U;U;De 6h à 10h;4411;Avant COVID
VERNON;87415604;DIM;2021;2021-12-05;J;J5;De 10h à 16h;389;Après COVID
VAUCRESSON;87382267;DIM;2021;2021-10-10;L;L2;Après 20h;72;Après COVID
SANTEUIL LE PERCHAY;87381186;DIM;2021;2021-10-10;J;J6;De 10h à 16h;12;Après COVID
SAINT-LEU D'ESSERENT;87276402;JOB;2021;2021-10-06;H;H;De 16h à 20h;33;Après COVID
VERSAILLES CHANTIERS;87393009;JOB;2018;2018-10-16;N;N;Après 20h;1774;Avant COVID
VERNON;87415604;DIM;2021;2021-12-05;J;J5;De 6h à 10h;94;Après COVID
VAUCRESSON;87382267;DIM;2021;2021-10-10;L;L2;Avant 6h;2;Après COVID
SANTEUIL LE PERCHAY;87381186;JOB;2021;2021-10-06;J;J6;De 16h à 20h;13;Après COVID
SAINT-LEU D'ESSERENT;87276402;JOB;2021;2021-10-06;H;H;De 6h à 10h;49;Après COVID
VERSAILLES CHANTIERS;87393009;JOB;2018;2018-10-16;N;N;Avant 6h;68;Avant COVID
VERNON;87415604;JOB;2021;2021-12-07;J;J5;Après 20h;42;Après COVID
VAUCRESSON;87382267;DIM;2021;2021-10-10;L;L2;De 10h à 16h;333;Après COVID
SARCELLES SAINT-BRICE;87276386;DIM;2021;2021-10-10;H;H;Après 20h;257;Après COVID
SAINT-LEU LA FORET;87276600;DIM;2021;2021-10-10;H;H;De 10h à 16h;552;Après COVID
VERSAILLES CHANTIERS;87393009;JOB;2018;2018-10-16;N;N;De 16h à 20h;9173;Avant COVID
VERNOU SUR SEINE;87682468;DIM;2017;2017-03-12;R;R;Après 20h;1;Avant COVID
VAUCRESSON;87382267;SAM;2021;2021-10-09;L;L2;De 6h à 10h;201;Après COVID
SARCELLES SAINT-BRICE;87276386;DIM;2021;2021-10-10;H;H;De 10h à 16h;1482;Après COVID
SAINT-LEU LA FORET;87276600;DIM;2021;2021-10-10;H;H;De 6h à 10h;162;Après COVID
VERSAILLES CHANTIERS;87393009;SAM;2016;2016-03-12;U;U;De 6h à 10h;382;Avant COVID
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;De 16h à 20h;15;Avant COVID
VAUX SUR SEINE;87381814;DIM;2021;2021-10-10;J;J6;De 10h à 16h;114;Après COVID
SARCELLES SAINT-BRICE;87276386;DIM;2021;2021-10-10;H;H;De 16h à 20h;988;Après COVID
SAINT-LEU LA FORET;87276600;JOB;2021;2021-10-06;H;H;Après 20h;104;Après COVID
VERSAILLES CHANTIERS;87393009;SAM;2017;2017-04-22;C;C;De 10h à 16h;1105;Avant COVID
VERNOU SUR SEINE;87682468;JOB;2017;2017-03-07;R;R;De 6h à 10h;56;Avant COVID
VAUX SUR SEINE;87381814;DIM;2021;2021-10-10;J;J6;De 6h à 10h;37;Après COVID
SARCELLES SAINT-BRICE;87276386;SAM;2021;2021-10-09;H;H;De 10h à 16h;1867;Après COVID
SAINT-LEU LA FORET;87276600;JOB;2021;2021-10-06;H;H;Avant 6h;48;Après COVID
VERSAILLES CHANTIERS;87393009;SAM;2017;2017-04-22;C;C;De 16h à 20h;1015;Avant COVID
VERNOU SUR SEINE;87682468;SAM;2017;2017-03-11;R;R;Avant 6h;0;Avant COVID
VAUX SUR SEINE;87381814;JOB;2021;2021-10-06;J;J6;De 10h à 16h;116;Après COVID
SARTROUVILLE;87386417;DIM;2014;2014-05-18;A;A;Après 20h;657;Avant COVID
SAINT-LEU LA FORET;87276600;JOB;2021;2021-10-06;H;H;De 10h à 16h;608;Après COVID
VERSAILLES CHANTIERS;87393009;SAM;2018;2018-10-20;N;N;De 16h à 20h;4072;Avant COVID
VERNOUILLET VERNEUIL;87386656;SAM;2021;2021-12-04;J;J5;Avant 6h;31;Après COVID
VAUX SUR SEINE;87381814;JOB;2021;2021-10-06;J;J6;De 16h à 20h;110;Après COVID
SARTROUVILLE;87386417;DIM;2014;2014-05-18;A;A;De 6h à 10h;737;Avant COVID
SAINT-LEU LA FORET;87276600;SAM;2021;2021-10-09;H;H;Avant 6h;21;Après COVID
VERSAILLES CHANTIERS;87393009;SAM;2018;2018-10-20;N;N;De 6h à 10h;1655;Avant COVID
VERSAILLES CHANTIERS;87393009;DIM;2016;2016-03-13;U;U;De 16h à 20h;458;Avant COVID
VAUX SUR SEINE;87381814;SAM;2021;2021-10-09;J;J6;De 6h à 10h;73;Après COVID
SARTROUVILLE;87386417;JOB;2021;2021-10-06;L;L3;Après 20h;206;Après COVID
SAINT-MAMMES;87682294;DIM;2017;2017-03-12;R;R;Après 20h;18;Avant COVID
VERSAILLES RIVE DROITE;87382861;DIM;2021;2021-10-10;L;L2;De 10h à 16h;1486;Après COVID
VERSAILLES CHANTIERS;87393009;DIM;2016;2016-03-13;U;U;De 6h à 10h;200;Avant COVID
VERNEUIL L'ETANG;87116079;DIM;2019;2019-05-12;P;P;De 16h à 20h;197;Avant COVID
SARTROUVILLE;87386417;JOB;2021;2021-10-06;L;L3;De 10h à 16h;196;Après COVID
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;Avant 6h;42;Avant COVID
VERSAILLES RIVE DROITE;87382861;JOB;2021;2021-10-06;L;L2;De 10h à 16h;1976;Après COVID
VERSAILLES CHANTIERS;87393009;DIM;2017;2017-04-23;C;C;De 16h à 20h;852;Avant COVID
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-14;P;P;Avant 6h;68;Avant COVID
SARTROUVILLE;87386417;SAM;2014;2014-05-17;A;A;Avant 6h;74;Avant COVID
SAINT-MAMMES;87682294;JOB;2017;2017-03-07;R;R;De 6h à 10h;407;Avant COVID
VERSAILLES RIVE DROITE;87382861;JOB;2021;2021-10-06;L;L2;De 6h à 10h;2844;Après COVID
VERSAILLES CHANTIERS;87393009;DIM;2017;2017-04-23;C;C;De 6h à 10h;143;Avant COVID
VERNEUIL L'ETANG;87116079;JOB;2019;2019-05-16;P;P;Après 20h;10;Avant COVID
SARTROUVILLE;87386417;SAM;2014;2014-05-17;A;A;De 6h à 10h;1546;Avant COVID
SAINT-MAMMES;87682294;SAM;2017;2017-03-11;R;R;De 16h à 20h;57;Avant COVID
VERSAILLES RIVE DROITE;87382861;SAM;2021;2021-10-09;L;L2;De 16h à 20h;2034;Après COVID
VERSAILLES CHANTIERS;87393009;DIM;2018;2018-10-14;N;N;De 10h à 16h;3396;Avant COVID
